iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
10,"((6, 4), (False, False, False, False))","((6, 5), (False, False, False, False))",South,"[((6, 5), (False, False, False, False)), ((6, 3), (False, False, False, False))]","[((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True)), ((6, 5), (False, False, False, True)), ((1, 5), (False, False, False, False)), ((2, 6), (False, False, False, False)), ((6, 4), (False, False, False, False))]","[((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True)), ((6, 5), (False, False, False, True)), ((1, 5), (False, False, False, False)), ((2, 6), (False, False, False, False))]",11,3,0,3
11,"((1, 5), (False, False, False, False))","((2, 5), (False, False, False, False))",West,"[((1, 6), (False, True, False, False)), ((1, 4), (False, False, False, False)), ((2, 5), (False, False, False, False))]","[((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True)), ((6, 5), (False, False, False, True)), ((1, 5), (False, False, False, False))]","[((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True)), ((6, 5), (False, False, False, True))]",12,3,0,3
12,"((6, 5), (False, False, False, True))","((6, 6), (False, False, False, True))",South,"[((6, 6), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((5, 5), (False, False, False, True))]","[((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True)), ((6, 5), (False, False, False, True))]","[((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True))]",13,4,0,4
13,"((5, 6), (False, False, False, True))","((6, 6), (False, False, False, True))",West,"[((5, 5), (False, False, False, True)), ((6, 6), (False, False, False, True)), ((4, 6), (False, False, False, True))]","[((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((5, 6), (False, False, False, True))]","[((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False))]",14,4,0,4
14,"((1, 6), (False, True, False, False))","((2, 6), (False, False, False, False))",West,"[((1, 5), (False, True, False, False)), ((2, 6), (False, True, False, False))]","[((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False)), ((1, 6), (False, True, False, False))]","[((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False))]",15,4,0,4
15,"((6, 3), (False, False, False, False))","((6, 4), (False, False, False, False))",South,"[((6, 4), (False, False, False, False)), ((5, 3), (False, False, False, False))]","[((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False)), ((6, 3), (False, False, False, False))]","[((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False)), ((1, 6), (False, True, False, False))]",16,4,0,4
16,"((1, 4), (False, False, False, False))","((1, 5), (False, False, False, False))",South,"[((1, 5), (False, False, False, False)), ((1, 3), (False, False, False, False))]","[((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True)), ((1, 4), (False, False, False, False))]","[((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True))]",17,4,0,4
17,"((6, 4), (False, False, False, True))","((6, 5), (False, False, False, True))",South,"[((6, 5), (False, False, False, True)), ((6, 3), (False, False, False, True))]","[((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((6, 4), (False, False, False, True))]","[((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True))]",18,5,0,5
18,"((5, 5), (False, False, False, True))","((6, 5), (False, False, False, True))",West,"[((5, 6), (False, False, False, True)), ((6, 5), (False, False, False, True)), ((4, 5), (False, False, False, True))]","[((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((5, 5), (False, False, False, True))]","[((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True))]",19,5,0,5
19,"((4, 6), (False, False, False, True))","((5, 6), (False, False, False, True))",West,"[((4, 5), (False, False, False, True)), ((5, 6), (False, False, False, True)), ((3, 6), (False, False, False, True))]","[((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False)), ((4, 6), (False, False, False, True))]","[((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False))]",20,5,0,5
20,"((1, 5), (False, True, False, False))","((1, 6), (False, True, False, False))",South,"[((1, 6), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((2, 5), (False, True, False, False))]","[((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False)), ((1, 5), (False, True, False, False))]","[((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False))]",21,5,0,5
21,"((2, 6), (False, True, False, False))","((1, 6), (False, True, False, False))",East,"[((2, 5), (False, True, False, False)), ((3, 6), (False, True, False, False)), ((1, 6), (False, True, False, False))]","[((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False)), ((2, 6), (False, True, False, False))]","[((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False))]",22,5,0,5
22,"((5, 3), (False, False, False, False))","((6, 3), (False, False, False, False))",West,"[((6, 3), (False, False, False, False)), ((4, 3), (False, False, False, False))]","[((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False)), ((5, 3), (False, False, False, False))]","[((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False))]",23,5,0,5
23,"((1, 3), (False, False, False, False))","((1, 4), (False, False, False, False))",South,"[((1, 4), (False, False, False, False)), ((1, 2), (False, False, False, False))]","[((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True)), ((1, 3), (False, False, False, False))]","[((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True))]",24,5,0,5
24,"((6, 3), (False, False, False, True))","((6, 4), (False, False, False, True))",South,"[((6, 4), (False, False, False, True)), ((5, 3), (False, False, False, True))]","[((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((6, 3), (False, False, False, True))]","[((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True))]",25,6,0,6
25,"((4, 5), (False, False, False, True))","((5, 5), (False, False, False, True))",West,"[((4, 6), (False, False, False, True)), ((5, 5), (False, False, False, True)), ((3, 5), (False, False, False, True))]","[((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((4, 5), (False, False, False, True))]","[((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True))]",26,6,0,6
26,"((3, 6), (False, False, False, True))","((4, 6), (False, False, False, True))",West,"[((3, 5), (False, False, False, True)), ((4, 6), (False, False, False, True)), ((2, 6), (False, False, False, True))]","[((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False)), ((3, 6), (False, False, False, True))]","[((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False))]",27,6,0,6
27,"((1, 4), (False, True, False, False))","((1, 5), (False, True, False, False))",South,"[((1, 5), (False, True, False, False)), ((1, 3), (False, True, False, False))]","[((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((1, 4), (False, True, False, False))]","[((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False))]",28,6,0,6
28,"((2, 5), (False, True, False, False))","((1, 5), (False, True, False, False))",East,"[((2, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 5), (False, True, False, False))]","[((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False)), ((2, 5), (False, True, False, False))]","[((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False)), ((2, 5), (False, True, False, False))]",29,6,0,6
29,"((3, 6), (False, True, False, False))","((2, 6), (False, True, False, False))",East,"[((3, 5), (False, True, False, False)), ((4, 6), (False, True, False, False)), ((2, 6), (False, True, False, False))]","[((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False)), ((3, 6), (False, True, False, False))]","[((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False))]",30,6,0,6
30,"((4, 3), (False, False, False, False))","((5, 3), (False, False, False, False))",West,"[((5, 3), (False, False, False, False)), ((3, 3), (False, False, False, False))]","[((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False)), ((4, 3), (False, False, False, False))]","[((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False))]",31,6,0,6
31,"((1, 2), (False, False, False, False))","((1, 3), (False, False, False, False))",South,"[((1, 3), (False, False, False, False)), ((1, 1), (True, False, False, False))]","[((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True)), ((1, 2), (False, False, False, False))]","[((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True))]",32,6,0,6
32,"((5, 3), (False, False, False, True))","((6, 3), (False, False, False, True))",West,"[((6, 3), (False, False, False, True)), ((4, 3), (False, False, False, True))]","[((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((5, 3), (False, False, False, True))]","[((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True))]",33,7,0,7
33,"((3, 5), (False, False, False, True))","((4, 5), (False, False, False, True))",West,"[((3, 6), (False, False, False, True)), ((4, 5), (False, False, False, True)), ((2, 5), (False, False, False, True))]","[((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True)), ((3, 5), (False, False, False, True))]","[((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True)), ((3, 5), (False, False, False, True))]",34,7,0,7
34,"((2, 6), (False, False, False, True))","((3, 6), (False, False, False, True))",West,"[((2, 5), (False, False, False, True)), ((3, 6), (False, False, False, True)), ((1, 6), (False, True, False, True))]","[((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False)), ((2, 6), (False, False, False, True))]","[((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False))]",35,7,0,7
35,"((1, 3), (False, True, False, False))","((1, 4), (False, True, False, False))",South,"[((1, 4), (False, True, False, False)), ((1, 2), (False, True, False, False))]","[((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((1, 3), (False, True, False, False))]","[((1, 2), (False, True, False, False)), ((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False))]",36,7,0,7
36,"((3, 5), (False, True, False, False))","((2, 5), (False, True, False, False))",East,"[((3, 6), (False, True, False, False)), ((4, 5), (False, True, False, False)), ((2, 5), (False, True, False, False))]","[((1, 2), (False, True, False, False)), ((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False)), ((3, 5), (False, True, False, False))]","[((4, 5), (False, True, False, False)), ((1, 2), (False, True, False, False)), ((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False)), ((3, 5), (False, True, False, False))]",37,7,0,7
37,"((4, 6), (False, True, False, False))","((3, 6), (False, True, False, False))",East,"[((4, 5), (False, True, False, False)), ((5, 6), (False, True, False, False)), ((3, 6), (False, True, False, False))]","[((4, 5), (False, True, False, False)), ((1, 2), (False, True, False, False)), ((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False)), ((4, 6), (False, True, False, False))]","[((5, 6), (False, True, False, False)), ((4, 5), (False, True, False, False)), ((4, 5), (False, True, False, False)), ((1, 2), (False, True, False, False)), ((1, 6), (False, True, False, True)), ((2, 5), (False, False, False, True)), ((2, 5), (False, False, False, True)), ((4, 3), (False, False, False, True)), ((1, 1), (True, False, False, False)), ((3, 3), (False, False, False, False))]",38,7,0,7
